STATUS_SOLICITUD,APROBACION_TC,TIPO_CTE,LINEA_CREDITO_FINAL,INGRESO_INFERIDO,COMPROBANTE_INGRESOS,CLIENTE_CDE,SUMA_LINEAS_REVOLVENTES,NIVEL_RIESGO,CAPACIDAD_PAGO_TOTAL,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,PEOR_MOP_TARJETAS,SUMA_SALDOS_TARJETAS,SUMA_PAGO_MIN_TARJETAS,SUMA_SALDOS_TOTAL,EDAD,TIPO_VIVIENDA,ESCOLARIDAD
Aprobada,Aprobado,REGULAR,19500,10592,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Medio ,1.1,0,232,690,0,0,0,0,25,Renta,Licenciatura
Aprobada,Aprobado,BUENO,9899,11687,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Mínimo,0.51,0,232,759,0,0,0,77967,25,Renta,Licenciatura
Aprobada,Aprobado,REGULAR,10000,11798,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Mínimo,0.4,0,232,770,0,0,0,0,25,Familiares,Licenciatura
Aprobada,Aprobado,REGULAR,2999,12476,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Mínimo,0.15,0,238,805,0,0,0,0,25,Renta,Preparatoria
Aprobada,Aprobado,REGULAR,4999,11909,RECIBOS DE NOMINA,NO_CLIENTE,0,Medio ,1.12,0,239,688,0,0,0,0,25,Propia,Preparatoria
Aprobada,Aprobado,BUENO,49999,12121,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,91000,Mínimo,0.62,0,240,766,0,0,0,0,25,Propia,Posgrado
Aprobada,Aprobado,REGULAR,4999,12017,RECIBOS DE NOMINA,NO_CLIENTE,0,Mínimo,0.15,0,246,795,0,0,0,0,25,Familiares,Licenciatura
Aprobada,Aprobado,REGULAR,24600,11334,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Medio ,1.05,0,250,695,0,0,0,0,25,Familiares,Preparatoria
Aprobada,Aprobado,BUENO,9899,12271,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Mínimo,0.67,0,252,753,0,0,0,0,25,Renta,Posgrado
Aprobada,Aprobado,BUENO,275000,12506,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,293000,Bajo,0.9,0,270,710,0,0,0,0,25,Propia,Posgrado
Rechazada,Rechazado,MALO,0,10890,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,89,0,0,0,0,0,26,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,12743,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,89,0,1,3214,250,0,26,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,12727,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,89,0,0,0,0,0,26,Renta,Posgrado
Rechazada,Rechazado,MALO,0,12737,RECIBOS DE NOMINA,NO_CLIENTE,2000,Alto,0.0,4,89,0,0,0,0,0,26,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,12014,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,90,0,0,0,0,0,26,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,13130,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,1,90,0,0,0,0,29937,26,Propia,Licenciatura
Rechazada,Rechazado,MALO,0,13131,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,90,0,0,0,0,0,26,Renta,Posgrado
Rechazada,Rechazado,MALO,0,11543,INVERSIONES,NO_CLIENTE,0,Alto,0.0,3,90,0,0,0,0,0,26,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,13507,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,90,0,0,0,0,0,26,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,13617,RECIBOS DE NOMINA,NO_CLIENTE,3000,Alto,0.0,4,90,0,1,2932,260,0,26,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,13374,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,90,0,0,0,0,0,26,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,12735,PAGOS PROV SEMESTRALES PF,NO_CLIENTE,0,Alto,0.0,5,91,0,0,0,0,0,26,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,14049,INVERSIONES,NO_CLIENTE,0,Alto,0.0,4,91,0,0,0,0,0,26,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,13787,CTA NOMINA DIGITAL,NO_CLIENTE,0,Alto,0.0,4,91,0,0,0,0,0,26,Renta,Preparatoria
En_proceso,Rechazado,MALO,0,12236,INVERSIONES,NO_CLIENTE,0,Alto,0.0,4,91,0,0,0,0,0,26,Propia,Posgrado
Rechazada,Rechazado,MALO,0,10890,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,92,0,1,16458,500,66072,26,Propia,Licenciatura
Rechazada,Rechazado,MALO,0,14571,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,92,0,0,0,0,0,26,Renta,Posgrado
Rechazada,Rechazado,MALO,0,14043,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,25000,Alto,0.0,4,92,0,0,16768,0,0,26,Renta,Posgrado
Rechazada,Rechazado,MALO,0,13499,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,92,0,0,0,0,0,26,Propia,Licenciatura
Rechazada,Rechazado,MALO,0,14892,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,4,92,0,0,0,0,0,26,Hipoteca,Preparatoria
Rechazada,Rechazado,MALO,0,14753,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,92,0,0,0,0,0,26,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,12848,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,92,0,0,0,0,7654,26,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,11543,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,1,93,0,1,26628,710,0,26,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,15445,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,93,0,0,0,0,0,26,Renta,Posgrado
Rechazada,Rechazado,MALO,0,15026,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,93,0,0,0,0,0,26,Propia,Posgrado
Rechazada,Rechazado,MALO,0,14174,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,93,0,0,0,0,0,26,Renta,Posgrado
Rechazada,Rechazado,MALO,0,10890,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,93,0,0,0,0,0,26,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,15785,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,94,0,0,0,0,0,26,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,13490,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,94,0,0,0,0,0,26,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,12236,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,94,0,0,0,0,0,26,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,16372,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,94,0,0,0,0,4541,26,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,15327,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,94,0,0,0,0,0,26,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,14599,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,94,0,0,0,0,0,26,Hipoteca,Preparatoria
En_proceso,Rechazado,MALO,0,10999,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,4,94,0,0,0,0,0,26,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,16259,RECIBOS DE NOMINA,NO_CLIENTE,18000,Alto,0.0,5,94,0,1,17366,1070,0,26,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,14030,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,95,0,0,0,0,0,26,Propia,Posgrado
Rechazada,Rechazado,MALO,0,12481,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,1,95,0,0,0,0,33613,26,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,16863,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,95,0,0,0,0,61854,26,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,15480,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,95,0,0,0,0,0,26,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,15037,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,95,0,0,0,0,0,26,Hipoteca,Preparatoria
Rechazada,Rechazado,MALO,0,11439,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,96,0,1,2477,250,0,26,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,16584,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,96,0,0,0,0,64566,26,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,14451,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,96,0,0,0,0,0,26,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,12606,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,37000,Alto,0.0,3,96,0,0,14571,0,10150,26,Propia,Posgrado
Rechazada,Rechazado,MALO,0,17369,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,96,0,0,0,0,0,26,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,16099,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,11000,Alto,0.0,4,96,0,0,6440,0,0,26,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,15338,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,96,0,0,0,0,37208,26,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,11782,RECIBOS DE NOMINA,NO_CLIENTE,1999,Alto,0.0,5,96,0,1,1601,250,0,26,Renta,Posgrado
Rechazada,Rechazado,MALO,0,16750,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,97,0,0,0,0,0,26,Renta,Posgrado
Rechazada,Rechazado,MALO,0,14884,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,97,0,0,0,0,0,26,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,13110,RECIBOS DE NOMINA,NO_CLIENTE,5800,Alto,0.0,2,97,0,0,4398,0,15499,26,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,17716,RECIBOS DE NOMINA,NO_CLIENTE,5004,Alto,0.0,4,97,0,0,935,0,0,26,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,16582,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,97,0,0,0,0,0,26,Propia,Posgrado
Rechazada,Rechazado,MALO,0,15491,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,97,0,0,0,0,0,26,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,12135,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,97,0,0,0,0,60912,26,Hipoteca,Preparatoria
Rechazada,Rechazado,MALO,0,16934,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,98,0,0,0,0,0,26,Propia,Licenciatura
Cancelada,Rechazado,MALO,0,15078,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,98,0,0,0,0,0,26,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,13306,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,98,0,0,0,0,0,26,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,17897,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,98,0,0,0,0,0,26,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,16764,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,98,0,0,0,0,3429,26,Propia,Preparatoria
En_proceso,Rechazado,MALO,0,15692,INVERSIONES,NO_CLIENTE,0,Alto,0.0,4,98,0,0,0,0,0,26,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,12318,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,99,0,0,0,0,0,26,Renta,Secundaria
Rechazada,Rechazado,MALO,0,17107,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,99,0,0,0,0,0,26,Propia,Licenciatura
Rechazada,Rechazado,MALO,0,15244,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,100,0,0,0,0,0,26,Propia,Posgrado
Rechazada,Rechazado,MALO,0,13479,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,100,0,0,0,0,0,26,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,18165,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,100,0,0,0,0,0,26,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,16935,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,100,0,0,0,0,0,26,Renta,Posgrado
Rechazada,Rechazado,MALO,0,15865,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,100,0,0,0,0,0,26,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,12478,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,1,100,0,1,1149,250,0,26,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,17363,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,100,0,0,0,0,38000,26,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,15399,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,101,0,0,0,0,0,26,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,13628,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,101,0,0,0,0,0,26,Propia,Posgrado
Rechazada,Rechazado,MALO,0,18401,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,0,101,0,0,0,0,0,26,Renta,Posgrado
Rechazada,Rechazado,MALO,0,17189,INVERSIONES,NO_CLIENTE,0,Alto,0.0,0,101,0,0,0,0,0,26,Hipoteca,Licenciatura
Pendiente,Pre-Aprobado,MALO,1,16027,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,0,120,0,0,0,0,0,26,Familiares,Licenciatura
Pendiente,Pre-Aprobado,MALO,1,12615,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,1,133,0,0,0,0,0,26,Familiares,Licenciatura
Pendiente,Pre-Aprobado,MALO,1,17589,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,0,134,0,0,0,0,0,26,Propia,Posgrado
Pendiente,Pre-Aprobado,MALO,1,15630,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,0,134,0,0,0,0,0,26,Hipoteca,Licenciatura
Pendiente,Pre-Aprobado,MALO,1,13767,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,145,0,0,0,0,0,26,Familiares,Licenciatura
Pendiente,Pre-Aprobado,MALO,1,18604,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,91500,Alto,0.0,3,154,0,0,14778,0,23729,26,Familiares,Licenciatura
Aprobada,Aprobado,REGULAR,6100,17413,RECIBOS DE NOMINA,NO_CLIENTE,0,Mínimo,0.3,0,178,790,0,0,0,0,26,Hipoteca,Preparatoria
Aprobada,Aprobado,BUENO,9700,16267,RECIBOS DE NOMINA,NO_CLIENTE,0,Mínimo,0.46,1,186,764,0,0,0,0,26,Renta,Licenciatura
Aprobada,Aprobado,REGULAR,6300,12744,RECIBOS DE NOMINA,NO_CLIENTE,0,Medio ,1.17,0,191,683,0,0,0,0,26,Hipoteca,Licenciatura
Aprobada,Aprobado,BUENO,15000,17783,RECIBOS DE NOMINA,NO_CLIENTE,0,Bajo,0.96,0,191,704,0,0,0,0,26,Hipoteca,Preparatoria
Aprobada,Aprobado,BUENO,7000,15833,INVERSIONES,NO_CLIENTE,0,Mínimo,0.45,0,195,775,0,0,0,0,26,Renta,Posgrado
Aprobada,Aprobado,BUENO,7000,13973,INVERSIONES,NO_CLIENTE,0,Mínimo,0.65,0,197,755,0,0,0,0,26,Hipoteca,Preparatoria
Aprobada,Aprobado,REGULAR,5700,18793,RECIBOS DE NOMINA,NO_CLIENTE,0,Medio ,1.09,0,198,691,0,0,0,0,26,Propia,Licenciatura
Aprobada,Aprobado,BUENO,2999,17605,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,15,Bajo,0.69,0,199,750,0,0,0,0,26,Familiares,Licenciatura
Aprobada,Aprobado,REGULAR,60000,16479,RECIBOS DE NOMINA,CLIENTE_BANCO,12600,Bajo,0.39,0,206,723,0,6226,0,16214,26,Familiares,Preparatoria
Aprobada,Aprobado,REGULAR,49999,12935,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,39000,Medio ,0.49,0,208,668,0,404,0,0,26,Propia,Preparatoria
Aprobada,Aprobado,REGULAR,2999,17964,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Mínimo,0.18,0,208,792,0,0,0,0,26,Renta,Preparatoria
